社員番号,氏名,所属部門,勤務表提出ステータス,日付,休日区分,勤務状況,始業時刻,終業時刻,備考,承認,控除合計,深夜合計,実働,休憩
2450707,堀田　優子,施設運営課,承認完了,2017/9/9,休日,休日,,,,1,,,,
2450707,堀田　優子,施設運営課,承認完了,2017/9/10,法休,休日,,,,1,,,,
2450707,堀田　優子,施設運営課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/12,平日,出勤,9:00,17:15,私物片付け～18：30,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/13,平日,出勤,9:00,17:15,同夢懇親会,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/15,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/16,休日,休日,,,,1,,,,
2450707,堀田　優子,施設運営課,承認完了,2017/9/17,法休,休日,,,,1,,,,
2450707,堀田　優子,施設運営課,承認完了,2017/9/18,祝日,休日,,,,1,,,,
2450707,堀田　優子,施設運営課,承認完了,2017/9/19,平日,出勤,9:00,17:15,同夢歓迎会　～20：20,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/22,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/23,祝日,休日,,,,1,,,,
2450707,堀田　優子,施設運営課,承認完了,2017/9/24,法休,休日,,,,1,,,,
2450707,堀田　優子,施設運営課,承認完了,2017/9/25,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/27,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/28,平日,出勤,9:00,17:15,,1,,,435,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/29,平日,出勤,9:00,19:50,決算,1,,,590,60
2450707,堀田　優子,施設運営課,承認完了,2017/9/30,休日,休日,,,,1,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/1,平日,妊娠休暇,,,,1,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/2,休日,休日,,,,,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/3,法休,休日,,,,,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/4,平日,妊娠休暇,,,,1,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/5,平日,流産後休暇,,,,1,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/6,平日,流産後休暇,,,,1,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/7,平日,流産後休暇,,,,1,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/8,平日,流産後休暇,,,,1,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/9,休日,休日,,,,,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/10,法休,休日,,,,,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/11,平日,出勤,8:45,17:15,早朝出勤：資格の勉強の為,1,,,450,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/12,平日,出勤,9:00,17:15,早朝出勤：資格の勉強の為,1,,,435,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/13,平日,出勤,9:00,17:15,早朝出勤：資格の勉強の為,1,,,435,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/14,平日,出勤,9:00,17:15,早朝出勤：資格の勉強の為,1,,,435,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/15,平日,出勤,9:00,17:15,早朝出勤：資格の勉強の為,1,,,435,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/16,休日,休日,,,,,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/17,法休,休日,,,,,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/18,祝日,休日,,,,,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/19,平日,出勤,8:45,17:15,早朝出勤：資格の勉強の為,1,,,450,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/20,平日,出勤,9:00,17:15,早朝出勤：資格の勉強の為,1,,,435,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/21,平日,出勤,9:00,18:45,早朝出勤：資格の勉強の為,1,,,525,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/22,平日,出勤,9:00,18:15,早朝出勤：資格の勉強の為,1,,,495,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/23,祝日,休日,,,,,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/24,法休,休日,,,,,,,,
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/25,平日,出勤,8:45,17:15,早朝出勤：資格の勉強の為,1,,,450,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/26,平日,出勤,9:00,17:15,早朝出勤：資格の勉強の為,1,,,435,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/27,平日,出勤,9:00,17:15,早朝出勤：資格の勉強の為,1,,,435,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/28,平日,出勤,9:00,17:15,早朝出勤：資格の勉強の為,1,,,435,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/29,平日,出勤,9:00,17:30,早朝出勤：資格の勉強の為,1,,,450,60
2460907,小紫　かおり,メールサプライ課,登録中,2017/9/30,休日,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/1,休日,振替休日,,,,1,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/2,休日,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/3,法休,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/4,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/5,平日,出勤,8:00,19:00,直帰,1,,,600,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/6,平日,出勤,9:00,18:00,始業前1H私用、直帰,1,,,480,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/7,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/8,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/9,休日,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/10,法休,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/11,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/12,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/13,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/14,平日,出勤,9:00,19:30,始業前1H私用,1,,,570,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/15,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/16,休日,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/17,法休,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/19,平日,精勤休暇,,,,1,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/20,平日,精勤休暇,,,,1,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/21,平日,精勤休暇,,,,1,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/22,平日,精勤休暇,,,,1,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/24,法休,休日,,,,,,,,
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/25,平日,出勤,8:00,17:15,,1,,,495,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/26,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/27,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/28,平日,出勤,9:00,17:15,始業前1H私用,1,,,435,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/29,平日,出勤,9:00,19:30,始業前1H私用，直帰,1,,,570,60
2500908,山田　利彦,プロジェクトマネジメント課,承認完了,2017/9/30,休日,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/2,休日,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/3,法休,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/4,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/5,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/7,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/9,休日,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/10,法休,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/12,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/15,平日,精勤休暇,,,,1,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/16,休日,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/17,法休,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/22,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/24,法休,休日,,,,,,,,
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/25,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/27,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/28,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
2550309,河合　由佳,人事・総務サポート課,承認完了,2017/9/30,休日,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/1,平日,出勤,5:45,19:00,,1,,,735,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/2,休日,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/3,法休,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/4,平日,出勤,9:00,17:15,直帰：コネクシオ座間,1,,,435,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/5,平日,出勤,7:30,19:00,,1,,,630,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/6,平日,出勤,8:00,17:15,直帰：コネクシオ座間,1,,,495,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/7,平日,出勤,6:00,17:15,直帰：コネクシオ座間,1,,,615,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/8,平日,出勤,7:00,17:15,出張：au星ヶ丘、赤池,1,,,555,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/9,休日,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/10,法休,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/11,平日,出勤,9:00,18:30,,1,,,510,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/12,平日,出勤,9:00,19:30,,1,,,570,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/13,平日,出勤,9:00,19:00,,1,,,540,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/14,休日,振替休日,,,,1,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/15,平日,出勤,9:00,19:30,,1,,,570,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/16,休日,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/17,法休,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/19,平日,出勤,9:00,19:00,,1,,,540,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/21,平日,出勤,9:00,19:30,直行：DSらびすた、中抜け：通院,1,90,,480,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/22,休日,振替休日,,,,1,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/24,法休,休日,,,,,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/25,休日,振替休日,,,,1,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/26,休日,振替休日,,,,1,,,,
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/27,平日,出勤,9:00,17:15,出張：楽天モバイル常滑工事,1,,,435,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/28,平日,出勤,7:30,19:30,,1,,,660,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/29,平日,出勤,6:45,20:00,直帰：CMI工事,1,,,735,60
2590410,嶋田　裕彰,情報インフラ課,承認完了,2017/9/30,休日,休日,,,,,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/1,平日,出勤,8:00,17:15,,1,,,495,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/2,休日,休日,,,,,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/3,法休,休日,,,,,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/4,平日,出勤,7:30,18:00,出張,1,,,570,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/5,平日,出勤,9:00,17:15,出張,1,,,435,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/6,平日,出勤,8:15,17:15,直帰　コネクシオ＠座間,1,,,480,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/7,平日,出勤,9:00,17:15,出張,1,,,435,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/8,平日,出勤,8:15,18:45,,1,,,570,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/9,平日,振替勤務,13:00,18:00,アイメックス工事現場管理のため ,1,,,300,0
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/10,法休,休日,,,,,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/11,平日,出勤,8:30,18:00,,1,,,510,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/12,平日,出勤,8:00,18:00,,1,,,540,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/13,休日,振替休日,,,,1,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/14,休日,振替休日,,,,1,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/15,平日,精勤休暇,,,,1,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/16,休日,休日,,,,,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/17,法休,休日,,,,,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/19,平日,精勤休暇,,,,1,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/20,休日,振替休日,,,,1,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/21,平日,精勤休暇,,,夏季休暇②,1,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/22,平日,精勤休暇,,,夏季休暇③,1,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/24,法休,休日,,,,,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/25,平日,出勤,9:00,17:15,,1,,,435,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/27,平日,精勤休暇,,,,1,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/28,平日,精勤休暇,,,,1,,,,
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
2651210,片又　邦昇,プロジェクトマネジメント課,承認完了,2017/9/30,休日,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/1,平日,産後休暇,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/2,休日,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/3,法休,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/4,平日,産後休暇,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/5,平日,産後休暇,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/6,平日,産後休暇,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/7,平日,産後休暇,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/8,平日,産後休暇,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/9,休日,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/10,法休,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/11,平日,育児介護休業,,,9/10育児休業開始,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/12,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/13,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/14,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/15,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/16,休日,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/17,法休,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/18,祝日,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/19,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/20,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/21,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/22,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/23,祝日,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/24,法休,休日,,,,,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/25,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/26,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/27,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/28,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/29,平日,育児介護休業,,,,1,,,,
2671008,門脇　麻希,人事・総務サポート課,承認完了,2017/9/30,休日,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/2,休日,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/3,法休,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/4,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/5,平日,午後半休,9:00,12:00,,1,,,180,0
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/6,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/7,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/9,休日,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/10,法休,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/12,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/13,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/15,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/16,休日,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/17,法休,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/18,祝日,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/19,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/20,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/21,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/22,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/23,祝日,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/24,法休,休日,,,,,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/25,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/26,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/27,平日,精勤休暇,,,,1,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/28,平日,精勤休暇,,,,1,,,,
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/29,平日,出勤,9:00,17:15,,1,,,435,60
3030412,鈴木　真佐美,情報インフラ課,承認完了,2017/9/30,休日,休日,,,,,,,,
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/1,平日,出勤,9:00,17:15,,1,,,435,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/2,休日,休日,,,,,,,,
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/3,法休,休日,,,,,,,,
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/4,平日,出勤,9:00,18:30,セミナールーム申請書処理作業,1,,,510,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/5,平日,出勤,9:00,17:15,,1,,,435,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/6,平日,出勤,9:00,18:30,会議室立会作業,1,,,510,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/7,平日,出勤,9:00,17:15,,1,,,435,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/8,平日,出勤,9:00,17:15,,1,,,435,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/9,休日,休日,,,,,,,,
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/10,法休,休日,,,,,,,,
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/11,平日,出勤,9:00,17:15,,1,,,435,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/12,平日,出勤,9:00,17:15,,1,,,435,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/13,平日,出勤,9:00,18:30,POSシステムセットアップ対応,1,,,510,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/14,平日,出勤,9:00,17:15,,1,,,435,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/15,平日,出勤,9:00,19:00,25階ﾚｲｱｳﾄ変更対応,1,,,540,60
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/16,休日,休日,,,,,,,,
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/17,法休,休日,,,,,,,,
3050812,寺尾　裕一,人事・総務サポート課,承認完了,2017/9/18,祝日,休日,,,,,,,,
